Gene,converted_alias,Gene-id,description,GO_Name,GO_Domain
XM_038049285.1,GO:0016020,LOC119647937,"uncharacterized LOC119647937, transcript variant X3",membrane,cellular_component
XM_038049286.1,GO:0005515,LOC119647940,"F-box only protein 33, transcript variant X5",protein binding,molecular_function
XM_038049287.1,GO:0005515,LOC119647940,"F-box only protein 33, transcript variant X5",protein binding,molecular_function
XM_038049288.1,GO:0005515,LOC119647940,"F-box only protein 33, transcript variant X5",protein binding,molecular_function
XM_038049289.1,GO:0005515,LOC119647940,"F-box only protein 33, transcript variant X5",protein binding,molecular_function
XM_038049290.1,GO:0005515,LOC119647940,"F-box only protein 33, transcript variant X5",protein binding,molecular_function
XM_038049291.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049292.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049293.1,GO:0005515,LOC119647924,"uncharacterized LOC119647924, transcript variant X3",protein binding,molecular_function
XM_038049294.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049295.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049296.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049297.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049298.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049299.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049300.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049301.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049302.1,GO:0005515,LOC119647941,"LIM domain-binding protein 3, transcript variant X8",protein binding,molecular_function
XM_038049303.1,GO:0005515,LOC119647924,"uncharacterized LOC119647924, transcript variant X3",protein binding,molecular_function
XM_038049304.1,GO:0000428,LOC119647942,DNA primase small subunit,DNA-directed RNA polymerase complex,cellular_component
XM_038049305.1,GO:0005783,LOC119647943,"E3 ubiquitin-protein ligase RNF185, transcript variant X1",endoplasmic reticulum,cellular_component
XM_038049306.1,GO:0005783,LOC119647943,"E3 ubiquitin-protein ligase RNF185, transcript variant X1",endoplasmic reticulum,cellular_component
XM_038049307.1,nan,,,,
XM_038049308.1,nan,,,,
XM_038049309.1,nan,,,,
XM_038049310.1,nan,,,,
XM_038049311.1,GO:0005515,LOC119647924,"uncharacterized LOC119647924, transcript variant X3",protein binding,molecular_function
XM_038049312.1,GO:0016020,LOC119647948,"probable serine hydrolase, transcript variant X17",membrane,cellular_component
XM_038049313.1,GO:0016020,LOC119647948,"probable serine hydrolase, transcript variant X17",membrane,cellular_component
